,time,ev_load
374,2017-06-04 21:30:00,-7.4
375,2017-06-04 21:45:00,-7.4
376,2017-06-04 22:00:00,11.0
377,2017-06-04 22:15:00,-3.7
378,2017-06-04 22:30:00,11.0
379,2017-06-04 22:45:00,-3.7
380,2017-06-04 23:00:00,11.0
381,2017-06-04 23:15:00,0.0
382,2017-06-04 23:30:00,0.0
383,2017-06-04 23:45:00,0.0
384,2017-06-05 00:00:00,7.4
385,2017-06-05 00:15:00,-7.4
386,2017-06-05 00:30:00,-7.4
387,2017-06-05 00:45:00,-11.0
388,2017-06-05 01:00:00,0.0
389,2017-06-05 01:15:00,-3.7
390,2017-06-05 01:30:00,-11.0
391,2017-06-05 01:45:00,-11.0
392,2017-06-05 02:00:00,0.0
393,2017-06-05 02:15:00,-3.7
394,2017-06-05 02:30:00,0.0
395,2017-06-05 02:45:00,0.0
396,2017-06-05 03:00:00,7.4
397,2017-06-05 03:15:00,-7.4
398,2017-06-05 03:30:00,7.4
399,2017-06-05 03:45:00,11.0
400,2017-06-05 04:00:00,0.0
401,2017-06-05 04:15:00,0.0
402,2017-06-05 04:30:00,-7.4
403,2017-06-05 04:45:00,7.4
404,2017-06-05 05:00:00,-7.4
405,2017-06-05 05:15:00,0.0
406,2017-06-05 05:30:00,-7.4
407,2017-06-05 05:45:00,0.0
408,2017-06-05 06:00:00,0.0
409,2017-06-05 06:15:00,0.0
410,2017-06-05 06:30:00,0.0
411,2017-06-05 06:45:00,0.0
412,2017-06-05 07:00:00,0.0
413,2017-06-05 07:15:00,0.0
414,2017-06-05 07:30:00,0.0
415,2017-06-05 07:45:00,0.0
416,2017-06-05 08:00:00,0.0
417,2017-06-05 08:15:00,0.0
418,2017-06-05 08:30:00,0.0
419,2017-06-05 08:45:00,0.0
420,2017-06-05 09:00:00,0.0
421,2017-06-05 09:15:00,0.0
422,2017-06-05 09:30:00,0.0
423,2017-06-05 09:45:00,0.0
424,2017-06-05 10:00:00,0.0
425,2017-06-05 10:15:00,0.0
426,2017-06-05 10:30:00,0.0
427,2017-06-05 10:45:00,0.0
428,2017-06-05 11:00:00,0.0
429,2017-06-05 11:15:00,0.0
430,2017-06-05 11:30:00,0.0
431,2017-06-05 11:45:00,0.0
432,2017-06-05 12:00:00,0.0
433,2017-06-05 12:15:00,0.0
434,2017-06-05 12:30:00,0.0
435,2017-06-05 12:45:00,11.0
436,2017-06-05 13:00:00,-3.7
437,2017-06-05 13:15:00,0.0
438,2017-06-05 13:30:00,3.7
439,2017-06-05 13:45:00,7.4
440,2017-06-05 14:00:00,11.100000000000001
441,2017-06-05 14:15:00,25.8
442,2017-06-05 14:30:00,0.0
443,2017-06-05 14:45:00,0.0
444,2017-06-05 15:00:00,-3.7
445,2017-06-05 15:15:00,11.0
446,2017-06-05 15:30:00,-7.4
447,2017-06-05 15:45:00,-3.6999999999999993
448,2017-06-05 16:00:00,3.7
449,2017-06-05 16:15:00,11.0
450,2017-06-05 16:30:00,7.4
451,2017-06-05 16:45:00,22.200000000000003
452,2017-06-05 17:00:00,18.5
453,2017-06-05 17:15:00,-3.5999999999999996
454,2017-06-05 17:30:00,-14.8
455,2017-06-05 17:45:00,14.7
456,2017-06-05 18:00:00,3.5999999999999996
457,2017-06-05 18:15:00,18.5
458,2017-06-05 18:30:00,7.4
459,2017-06-05 18:45:00,7.4
460,2017-06-05 19:00:00,-7.4
461,2017-06-05 19:15:00,-7.3
462,2017-06-05 19:30:00,3.7
463,2017-06-05 19:45:00,-11.100000000000001
464,2017-06-05 20:00:00,18.3
465,2017-06-05 20:15:00,22.1
466,2017-06-05 20:30:00,-11.0
467,2017-06-05 20:45:00,14.8
468,2017-06-05 21:00:00,-3.5999999999999996
469,2017-06-05 21:15:00,-18.4
470,2017-06-05 21:30:00,-3.5999999999999996
471,2017-06-05 21:45:00,11.100000000000001
472,2017-06-05 22:00:00,14.8
473,2017-06-05 22:15:00,0.0
474,2017-06-05 22:30:00,-25.8
475,2017-06-05 22:45:00,18.4
476,2017-06-05 23:00:00,22.1
477,2017-06-05 23:15:00,-3.7
478,2017-06-05 23:30:00,-18.4
479,2017-06-05 23:45:00,-22.1
480,2017-06-06 00:00:00,7.4
481,2017-06-06 00:15:00,-14.8
482,2017-06-06 00:30:00,-3.5999999999999996
483,2017-06-06 00:45:00,-7.400000000000001
484,2017-06-06 01:00:00,-11.0
485,2017-06-06 01:15:00,0.0
486,2017-06-06 01:30:00,-7.4
487,2017-06-06 01:45:00,14.7
488,2017-06-06 02:00:00,11.100000000000001
489,2017-06-06 02:15:00,-7.3
490,2017-06-06 02:30:00,3.5999999999999996
491,2017-06-06 02:45:00,25.799999999999997
492,2017-06-06 03:00:00,0.0
493,2017-06-06 03:15:00,22.200000000000003
494,2017-06-06 03:30:00,-7.3
495,2017-06-06 03:45:00,3.7
496,2017-06-06 04:00:00,-7.4
497,2017-06-06 04:15:00,18.4
498,2017-06-06 04:30:00,18.4
499,2017-06-06 04:45:00,-11.100000000000001
500,2017-06-06 05:00:00,3.7
501,2017-06-06 05:15:00,22.0
502,2017-06-06 05:30:00,-11.100000000000001
503,2017-06-06 05:45:00,-7.4
504,2017-06-06 06:00:00,14.8
505,2017-06-06 06:15:00,0.0
506,2017-06-06 06:30:00,14.7
507,2017-06-06 06:45:00,0.0
508,2017-06-06 07:00:00,-7.4
509,2017-06-06 07:15:00,0.0
510,2017-06-06 07:30:00,-11.0
511,2017-06-06 07:45:00,0.0
512,2017-06-06 08:00:00,0.0
513,2017-06-06 08:15:00,0.0
514,2017-06-06 08:30:00,0.0
515,2017-06-06 08:45:00,0.0
516,2017-06-06 09:00:00,0.0
517,2017-06-06 09:15:00,0.0
518,2017-06-06 09:30:00,0.0
519,2017-06-06 09:45:00,0.0
520,2017-06-06 10:00:00,0.0
521,2017-06-06 10:15:00,0.0
522,2017-06-06 10:30:00,0.0
523,2017-06-06 10:45:00,0.0
524,2017-06-06 11:00:00,0.0
525,2017-06-06 11:15:00,0.0
526,2017-06-06 11:30:00,0.0
527,2017-06-06 11:45:00,0.0
528,2017-06-06 12:00:00,0.0
529,2017-06-06 12:15:00,0.0
530,2017-06-06 12:30:00,0.0
531,2017-06-06 12:45:00,0.0
532,2017-06-06 13:00:00,0.0
533,2017-06-06 13:15:00,0.0
534,2017-06-06 13:30:00,0.0
535,2017-06-06 13:45:00,0.0
536,2017-06-06 14:00:00,0.0
537,2017-06-06 14:15:00,0.0
538,2017-06-06 14:30:00,0.0
539,2017-06-06 14:45:00,0.0
540,2017-06-06 15:00:00,0.0
541,2017-06-06 15:15:00,0.0
542,2017-06-06 15:30:00,0.0
543,2017-06-06 15:45:00,0.0
544,2017-06-06 16:00:00,0.0
545,2017-06-06 16:15:00,0.0
546,2017-06-06 16:30:00,0.0
547,2017-06-06 16:45:00,0.0
548,2017-06-06 17:00:00,0.0
549,2017-06-06 17:15:00,0.0
550,2017-06-06 17:30:00,0.0
551,2017-06-06 17:45:00,0.0
552,2017-06-06 18:00:00,0.0
553,2017-06-06 18:15:00,0.0
554,2017-06-06 18:30:00,0.0
555,2017-06-06 18:45:00,0.0
556,2017-06-06 19:00:00,0.0
557,2017-06-06 19:15:00,0.0
558,2017-06-06 19:30:00,0.0
559,2017-06-06 19:45:00,0.0
560,2017-06-06 20:00:00,0.0
561,2017-06-06 20:15:00,0.0
562,2017-06-06 20:30:00,0.0
563,2017-06-06 20:45:00,0.0
564,2017-06-06 21:00:00,0.0
565,2017-06-06 21:15:00,0.0
566,2017-06-06 21:30:00,0.0
567,2017-06-06 21:45:00,0.0
568,2017-06-06 22:00:00,0.0
569,2017-06-06 22:15:00,0.0
570,2017-06-06 22:30:00,0.0
571,2017-06-06 22:45:00,0.0
572,2017-06-06 23:00:00,0.0
573,2017-06-06 23:15:00,0.0
574,2017-06-06 23:30:00,0.0
575,2017-06-06 23:45:00,0.0
576,2017-06-07 00:00:00,0.0
577,2017-06-07 00:15:00,0.0
578,2017-06-07 00:30:00,0.0
579,2017-06-07 00:45:00,0.0
580,2017-06-07 01:00:00,0.0
581,2017-06-07 01:15:00,0.0
582,2017-06-07 01:30:00,0.0
583,2017-06-07 01:45:00,0.0
584,2017-06-07 02:00:00,0.0
585,2017-06-07 02:15:00,0.0
586,2017-06-07 02:30:00,0.0
587,2017-06-07 02:45:00,0.0
588,2017-06-07 03:00:00,0.0
589,2017-06-07 03:15:00,0.0
590,2017-06-07 03:30:00,0.0
591,2017-06-07 03:45:00,0.0
592,2017-06-07 04:00:00,0.0
593,2017-06-07 04:15:00,0.0
594,2017-06-07 04:30:00,0.0
595,2017-06-07 04:45:00,0.0
596,2017-06-07 05:00:00,0.0
597,2017-06-07 05:15:00,0.0
598,2017-06-07 05:30:00,0.0
599,2017-06-07 05:45:00,0.0
600,2017-06-07 06:00:00,0.0
601,2017-06-07 06:15:00,0.0
602,2017-06-07 06:30:00,0.0
603,2017-06-07 06:45:00,0.0
604,2017-06-07 07:00:00,0.0
605,2017-06-07 07:15:00,0.0
606,2017-06-07 07:30:00,0.0
607,2017-06-07 07:45:00,0.0
608,2017-06-07 08:00:00,0.0
609,2017-06-07 08:15:00,0.0
610,2017-06-07 08:30:00,0.0
611,2017-06-07 08:45:00,0.0
612,2017-06-07 09:00:00,0.0
613,2017-06-07 09:15:00,0.0
614,2017-06-07 09:30:00,0.0
615,2017-06-07 09:45:00,0.0
616,2017-06-07 10:00:00,0.0
617,2017-06-07 10:15:00,0.0
618,2017-06-07 10:30:00,0.0
619,2017-06-07 10:45:00,0.0
620,2017-06-07 11:00:00,0.0
621,2017-06-07 11:15:00,0.0
622,2017-06-07 11:30:00,0.0
623,2017-06-07 11:45:00,0.0
624,2017-06-07 12:00:00,0.0
625,2017-06-07 12:15:00,0.0
626,2017-06-07 12:30:00,0.0
627,2017-06-07 12:45:00,0.0
628,2017-06-07 13:00:00,0.0
629,2017-06-07 13:15:00,0.0
630,2017-06-07 13:30:00,0.0
631,2017-06-07 13:45:00,-11.0
632,2017-06-07 14:00:00,-7.4
633,2017-06-07 14:15:00,-11.0
634,2017-06-07 14:30:00,0.0
635,2017-06-07 14:45:00,-3.7
636,2017-06-07 15:00:00,0.0
637,2017-06-07 15:15:00,-3.5999999999999996
638,2017-06-07 15:30:00,-14.7
639,2017-06-07 15:45:00,11.0
640,2017-06-07 16:00:00,3.7
641,2017-06-07 16:15:00,7.4
642,2017-06-07 16:30:00,3.7
643,2017-06-07 16:45:00,-3.5999999999999996
644,2017-06-07 17:00:00,-3.7
645,2017-06-07 17:15:00,14.7
646,2017-06-07 17:30:00,0.0
647,2017-06-07 17:45:00,-3.7
648,2017-06-07 18:00:00,-3.7
649,2017-06-07 18:15:00,3.5999999999999996
650,2017-06-07 18:30:00,0.0
651,2017-06-07 18:45:00,11.0
652,2017-06-07 19:00:00,7.4
653,2017-06-07 19:15:00,11.0
654,2017-06-07 19:30:00,-3.7
655,2017-06-07 19:45:00,7.4
656,2017-06-07 20:00:00,7.3
657,2017-06-07 20:15:00,7.3
658,2017-06-07 20:30:00,3.7
659,2017-06-07 20:45:00,-3.5999999999999996
660,2017-06-07 21:00:00,3.7
661,2017-06-07 21:15:00,7.3
662,2017-06-07 21:30:00,11.0
663,2017-06-07 21:45:00,0.0
664,2017-06-07 22:00:00,0.0
665,2017-06-07 22:15:00,7.4
