,time,Available_energy_sources
645,2017-01-27 21:00:00,"[{'vehicle_id': 71, 'energy': 70.95523761811583}, {'vehicle_id': 72, 'energy': 79.06162854184021}, {'vehicle_id': 73, 'energy': 73.23447490479178}, {'vehicle_id': 74, 'energy': 61.42904626501932}, {'vehicle_id': 75, 'energy': 54.01178672381769}, {'vehicle_id': 76, 'energy': 59.51426970368332}]"
646,2017-01-27 22:00:00,"[{'vehicle_id': 71, 'energy': 74.65523761811583}, {'vehicle_id': 72, 'energy': 82.7616285418402}, {'vehicle_id': 73, 'energy': 76.93447490479178}, {'vehicle_id': 74, 'energy': 65.12904626501933}, {'vehicle_id': 75, 'energy': 57.71178672381769}, {'vehicle_id': 76, 'energy': 63.21426970368332}]"
647,2017-01-27 23:00:00,"[{'vehicle_id': 71, 'energy': 78.35523761811584}, {'vehicle_id': 72, 'energy': 86.46162854184021}, {'vehicle_id': 73, 'energy': 80.63447490479177}, {'vehicle_id': 74, 'energy': 68.82904626501931}, {'vehicle_id': 75, 'energy': 61.41178672381769}, {'vehicle_id': 76, 'energy': 66.91426970368332}]"
648,2017-01-28 00:00:00,"[{'vehicle_id': 72, 'energy': 90.1616285418402}, {'vehicle_id': 73, 'energy': 84.33447490479179}, {'vehicle_id': 74, 'energy': 72.52904626501933}, {'vehicle_id': 75, 'energy': 65.11178672381769}, {'vehicle_id': 76, 'energy': 70.61426970368332}]"
649,2017-01-28 01:00:00,"[{'vehicle_id': 72, 'energy': 93.8616285418402}, {'vehicle_id': 73, 'energy': 88.03447490479178}, {'vehicle_id': 74, 'energy': 76.22904626501932}, {'vehicle_id': 76, 'energy': 74.31426970368332}]"
650,2017-01-28 02:00:00,"[{'vehicle_id': 73, 'energy': 91.73447490479178}, {'vehicle_id': 76, 'energy': 78.01426970368331}]"
651,2017-01-28 03:00:00,"[{'vehicle_id': 73, 'energy': 95.43447490479178}, {'vehicle_id': 76, 'energy': 81.71426970368333}]"
652,2017-01-28 04:00:00,"[{'vehicle_id': 73, 'energy': 99.13447490479177}, {'vehicle_id': 76, 'energy': 85.41426970368332}]"
653,2017-01-28 05:00:00,"[{'vehicle_id': 73, 'energy': 100}, {'vehicle_id': 76, 'energy': 89.11426970368332}]"
654,2017-01-28 06:00:00,"[{'vehicle_id': 73, 'energy': 100}, {'vehicle_id': 76, 'energy': 92.81426970368332}]"
655,2017-01-28 07:00:00,"[{'vehicle_id': 76, 'energy': 96.51426970368331}]"
656,2017-01-28 08:00:00,"[{'vehicle_id': 76, 'energy': 100}]"
657,2017-01-28 09:00:00,[]
658,2017-01-28 10:00:00,[]
659,2017-01-28 11:00:00,[]
660,2017-01-28 12:00:00,[]
661,2017-01-28 13:00:00,[]
662,2017-01-28 14:00:00,[]
663,2017-01-28 15:00:00,[]
664,2017-01-28 16:00:00,"[{'vehicle_id': 77, 'energy': 41.68281914958928}]"
665,2017-01-28 17:00:00,"[{'vehicle_id': 77, 'energy': 45.38281914958928}]"
666,2017-01-28 18:00:00,"[{'vehicle_id': 77, 'energy': 49.08281914958928}]"
667,2017-01-28 19:00:00,"[{'vehicle_id': 77, 'energy': 52.78281914958928}]"
668,2017-01-28 20:00:00,"[{'vehicle_id': 77, 'energy': 56.482819149589275}, {'vehicle_id': 78, 'energy': 35.836655039906226}]"
669,2017-01-28 21:00:00,"[{'vehicle_id': 77, 'energy': 60.18281914958928}, {'vehicle_id': 78, 'energy': 39.53665503990623}]"
670,2017-01-28 22:00:00,"[{'vehicle_id': 77, 'energy': 63.88281914958928}, {'vehicle_id': 78, 'energy': 43.236655039906225}]"
671,2017-01-28 23:00:00,"[{'vehicle_id': 77, 'energy': 67.58281914958928}, {'vehicle_id': 78, 'energy': 46.93665503990623}]"
672,2017-01-29 00:00:00,"[{'vehicle_id': 77, 'energy': 71.28281914958927}, {'vehicle_id': 78, 'energy': 50.63665503990623}]"
673,2017-01-29 01:00:00,"[{'vehicle_id': 77, 'energy': 74.98281914958929}, {'vehicle_id': 78, 'energy': 54.336655039906226}]"
674,2017-01-29 02:00:00,"[{'vehicle_id': 77, 'energy': 78.68281914958928}, {'vehicle_id': 78, 'energy': 58.03665503990623}]"
675,2017-01-29 03:00:00,"[{'vehicle_id': 77, 'energy': 82.38281914958928}, {'vehicle_id': 78, 'energy': 61.736655039906225}]"
676,2017-01-29 04:00:00,"[{'vehicle_id': 78, 'energy': 65.43665503990623}]"
677,2017-01-29 05:00:00,"[{'vehicle_id': 78, 'energy': 69.13665503990623}]"
678,2017-01-29 06:00:00,"[{'vehicle_id': 78, 'energy': 72.83665503990622}]"
679,2017-01-29 07:00:00,[]
680,2017-01-29 08:00:00,[]
681,2017-01-29 09:00:00,[]
682,2017-01-29 10:00:00,[]
683,2017-01-29 11:00:00,[]
684,2017-01-29 12:00:00,"[{'vehicle_id': 79, 'energy': 35.46421440832531}]"
685,2017-01-29 13:00:00,"[{'vehicle_id': 79, 'energy': 39.164214408325314}]"
686,2017-01-29 14:00:00,"[{'vehicle_id': 79, 'energy': 42.86421440832531}]"
687,2017-01-29 15:00:00,"[{'vehicle_id': 79, 'energy': 46.56421440832531}]"
688,2017-01-29 16:00:00,"[{'vehicle_id': 79, 'energy': 50.264214408325316}]"
689,2017-01-29 17:00:00,"[{'vehicle_id': 79, 'energy': 53.96421440832531}]"
690,2017-01-29 18:00:00,"[{'vehicle_id': 79, 'energy': 57.664214408325314}, {'vehicle_id': 80, 'energy': 47.06825419767854}]"
691,2017-01-29 19:00:00,"[{'vehicle_id': 79, 'energy': 61.36421440832531}, {'vehicle_id': 80, 'energy': 50.768254197678544}]"
692,2017-01-29 20:00:00,"[{'vehicle_id': 79, 'energy': 65.06421440832531}, {'vehicle_id': 80, 'energy': 54.46825419767854}]"
693,2017-01-29 21:00:00,"[{'vehicle_id': 79, 'energy': 68.76421440832532}, {'vehicle_id': 80, 'energy': 58.16825419767854}]"
694,2017-01-29 22:00:00,"[{'vehicle_id': 79, 'energy': 72.46421440832532}, {'vehicle_id': 80, 'energy': 61.86825419767854}]"
695,2017-01-29 23:00:00,"[{'vehicle_id': 79, 'energy': 76.16421440832531}, {'vehicle_id': 80, 'energy': 65.56825419767854}]"
696,2017-01-30 00:00:00,"[{'vehicle_id': 79, 'energy': 79.86421440832532}, {'vehicle_id': 80, 'energy': 69.26825419767854}]"
697,2017-01-30 01:00:00,"[{'vehicle_id': 79, 'energy': 83.56421440832531}, {'vehicle_id': 80, 'energy': 72.96825419767855}]"
698,2017-01-30 02:00:00,"[{'vehicle_id': 79, 'energy': 87.26421440832532}, {'vehicle_id': 80, 'energy': 76.66825419767855}]"
699,2017-01-30 03:00:00,"[{'vehicle_id': 80, 'energy': 80.36825419767854}]"
700,2017-01-30 04:00:00,"[{'vehicle_id': 80, 'energy': 84.06825419767854}]"
701,2017-01-30 05:00:00,"[{'vehicle_id': 80, 'energy': 87.76825419767854}]"
702,2017-01-30 06:00:00,"[{'vehicle_id': 80, 'energy': 91.46825419767855}]"
703,2017-01-30 07:00:00,"[{'vehicle_id': 80, 'energy': 95.16825419767855}]"
704,2017-01-30 08:00:00,"[{'vehicle_id': 80, 'energy': 98.86825419767854}]"
705,2017-01-30 09:00:00,[]
706,2017-01-30 10:00:00,[]
707,2017-01-30 11:00:00,[]
708,2017-01-30 12:00:00,[]
709,2017-01-30 13:00:00,[]
710,2017-01-30 14:00:00,[]
711,2017-01-30 15:00:00,[]
712,2017-01-30 16:00:00,[]
713,2017-01-30 17:00:00,[]
714,2017-01-30 18:00:00,[]
715,2017-01-30 19:00:00,[]
716,2017-01-30 20:00:00,[]
717,2017-01-30 21:00:00,"[{'vehicle_id': 81, 'energy': 23.974866377377868}]"
718,2017-01-30 22:00:00,"[{'vehicle_id': 81, 'energy': 27.674866377377867}]"
719,2017-01-30 23:00:00,"[{'vehicle_id': 81, 'energy': 31.37486637737787}]"
720,2017-01-31 00:00:00,"[{'vehicle_id': 81, 'energy': 35.07486637737787}]"
721,2017-01-31 01:00:00,"[{'vehicle_id': 81, 'energy': 38.77486637737787}]"
722,2017-01-31 02:00:00,"[{'vehicle_id': 81, 'energy': 42.474866377377865}]"
723,2017-01-31 03:00:00,"[{'vehicle_id': 81, 'energy': 46.17486637737787}]"
724,2017-01-31 04:00:00,"[{'vehicle_id': 81, 'energy': 49.87486637737787}]"
725,2017-01-31 05:00:00,"[{'vehicle_id': 81, 'energy': 53.57486637737787}]"
726,2017-01-31 06:00:00,"[{'vehicle_id': 81, 'energy': 57.274866377377876}]"
727,2017-01-31 07:00:00,"[{'vehicle_id': 81, 'energy': 60.974866377377865}]"
728,2017-01-31 08:00:00,[]
729,2017-01-31 09:00:00,[]
730,2017-01-31 10:00:00,"[{'vehicle_id': 82, 'energy': 55.19373358999011}]"
731,2017-01-31 11:00:00,"[{'vehicle_id': 82, 'energy': 58.89373358999011}]"
732,2017-01-31 12:00:00,"[{'vehicle_id': 82, 'energy': 62.59373358999011}]"
733,2017-01-31 13:00:00,"[{'vehicle_id': 82, 'energy': 66.29373358999011}]"
734,2017-01-31 14:00:00,"[{'vehicle_id': 82, 'energy': 69.99373358999011}, {'vehicle_id': 83, 'energy': 45.503229830527715}]"
735,2017-01-31 15:00:00,"[{'vehicle_id': 82, 'energy': 73.6937335899901}, {'vehicle_id': 83, 'energy': 49.20322983052772}]"
736,2017-01-31 16:00:00,"[{'vehicle_id': 82, 'energy': 77.39373358999012}, {'vehicle_id': 83, 'energy': 52.903229830527714}]"
737,2017-01-31 17:00:00,"[{'vehicle_id': 82, 'energy': 81.09373358999011}, {'vehicle_id': 83, 'energy': 56.60322983052772}]"
738,2017-01-31 18:00:00,"[{'vehicle_id': 82, 'energy': 84.79373358999011}, {'vehicle_id': 83, 'energy': 60.30322983052771}]"
739,2017-01-31 19:00:00,"[{'vehicle_id': 82, 'energy': 88.49373358999011}, {'vehicle_id': 83, 'energy': 64.00322983052772}]"
740,2017-01-31 20:00:00,"[{'vehicle_id': 82, 'energy': 92.1937335899901}, {'vehicle_id': 83, 'energy': 67.70322983052772}]"
741,2017-01-31 21:00:00,"[{'vehicle_id': 82, 'energy': 95.89373358999012}, {'vehicle_id': 83, 'energy': 71.40322983052772}]"
742,2017-01-31 22:00:00,"[{'vehicle_id': 83, 'energy': 75.10322983052771}]"
743,2017-01-31 23:00:00,"[{'vehicle_id': 83, 'energy': 78.80322983052773}]"
744,2017-02-01 00:00:00,"[{'vehicle_id': 83, 'energy': 82.50322983052772}]"
745,2017-02-01 01:00:00,"[{'vehicle_id': 83, 'energy': 86.20322983052772}]"
746,2017-02-01 02:00:00,"[{'vehicle_id': 83, 'energy': 89.90322983052772}]"
747,2017-02-01 03:00:00,"[{'vehicle_id': 83, 'energy': 93.60322983052771}]"
748,2017-02-01 04:00:00,"[{'vehicle_id': 83, 'energy': 97.30322983052773}]"
749,2017-02-01 05:00:00,[]
750,2017-02-01 06:00:00,[]
751,2017-02-01 07:00:00,[]
752,2017-02-01 08:00:00,"[{'vehicle_id': 84, 'energy': 54.292686918258035}]"
753,2017-02-01 09:00:00,"[{'vehicle_id': 84, 'energy': 57.99268691825804}, {'vehicle_id': 85, 'energy': 24.677432987530047}]"
754,2017-02-01 10:00:00,"[{'vehicle_id': 84, 'energy': 61.69268691825803}, {'vehicle_id': 85, 'energy': 28.377432987530046}]"
755,2017-02-01 11:00:00,"[{'vehicle_id': 84, 'energy': 65.39268691825804}, {'vehicle_id': 85, 'energy': 32.077432987530045}]"
756,2017-02-01 12:00:00,"[{'vehicle_id': 84, 'energy': 69.09268691825804}, {'vehicle_id': 85, 'energy': 35.77743298753005}]"
757,2017-02-01 13:00:00,"[{'vehicle_id': 84, 'energy': 72.79268691825803}, {'vehicle_id': 85, 'energy': 39.47743298753005}]"
758,2017-02-01 14:00:00,"[{'vehicle_id': 84, 'energy': 76.49268691825804}, {'vehicle_id': 85, 'energy': 43.17743298753005}, {'vehicle_id': 86, 'energy': 41.955249497265584}]"
759,2017-02-01 15:00:00,"[{'vehicle_id': 84, 'energy': 80.19268691825803}, {'vehicle_id': 85, 'energy': 46.87743298753005}, {'vehicle_id': 86, 'energy': 45.65524949726559}]"
760,2017-02-01 16:00:00,"[{'vehicle_id': 84, 'energy': 83.89268691825804}, {'vehicle_id': 85, 'energy': 50.577432987530045}, {'vehicle_id': 86, 'energy': 49.35524949726558}]"
761,2017-02-01 17:00:00,"[{'vehicle_id': 84, 'energy': 87.59268691825804}, {'vehicle_id': 85, 'energy': 54.27743298753005}, {'vehicle_id': 86, 'energy': 53.055249497265585}]"
762,2017-02-01 18:00:00,"[{'vehicle_id': 85, 'energy': 57.97743298753005}, {'vehicle_id': 86, 'energy': 56.75524949726558}]"
763,2017-02-01 19:00:00,"[{'vehicle_id': 85, 'energy': 61.67743298753005}, {'vehicle_id': 86, 'energy': 60.455249497265584}]"
764,2017-02-01 20:00:00,"[{'vehicle_id': 86, 'energy': 64.15524949726559}]"
765,2017-02-01 21:00:00,"[{'vehicle_id': 86, 'energy': 67.85524949726559}]"
766,2017-02-01 22:00:00,"[{'vehicle_id': 86, 'energy': 71.55524949726558}]"
767,2017-02-01 23:00:00,"[{'vehicle_id': 86, 'energy': 75.2552494972656}]"
768,2017-02-02 00:00:00,"[{'vehicle_id': 86, 'energy': 78.95524949726558}, {'vehicle_id': 87, 'energy': 35.65690903160794}]"
769,2017-02-02 01:00:00,"[{'vehicle_id': 86, 'energy': 82.65524949726559}, {'vehicle_id': 87, 'energy': 39.35690903160794}]"
770,2017-02-02 02:00:00,"[{'vehicle_id': 87, 'energy': 43.05690903160794}]"
771,2017-02-02 03:00:00,"[{'vehicle_id': 87, 'energy': 46.75690903160794}]"
772,2017-02-02 04:00:00,"[{'vehicle_id': 87, 'energy': 50.456909031607935}]"
773,2017-02-02 05:00:00,"[{'vehicle_id': 87, 'energy': 54.15690903160794}]"
774,2017-02-02 06:00:00,"[{'vehicle_id': 87, 'energy': 57.85690903160794}]"
775,2017-02-02 07:00:00,"[{'vehicle_id': 87, 'energy': 61.556909031607944}]"
776,2017-02-02 08:00:00,"[{'vehicle_id': 87, 'energy': 65.25690903160793}]"
777,2017-02-02 09:00:00,"[{'vehicle_id': 87, 'energy': 68.95690903160795}]"
778,2017-02-02 10:00:00,"[{'vehicle_id': 87, 'energy': 72.65690903160794}]"
779,2017-02-02 11:00:00,"[{'vehicle_id': 87, 'energy': 76.35690903160794}]"
780,2017-02-02 12:00:00,[]
781,2017-02-02 13:00:00,[]
782,2017-02-02 14:00:00,[]
783,2017-02-02 15:00:00,[]
784,2017-02-02 16:00:00,[]
785,2017-02-02 17:00:00,[]
786,2017-02-02 18:00:00,[]
787,2017-02-02 19:00:00,"[{'vehicle_id': 88, 'energy': 42.71142863458349}]"
788,2017-02-02 20:00:00,"[{'vehicle_id': 88, 'energy': 46.411428634583494}]"
789,2017-02-02 21:00:00,"[{'vehicle_id': 88, 'energy': 50.11142863458349}]"
790,2017-02-02 22:00:00,"[{'vehicle_id': 88, 'energy': 53.81142863458349}]"
791,2017-02-02 23:00:00,"[{'vehicle_id': 88, 'energy': 57.511428634583496}]"
792,2017-02-03 00:00:00,"[{'vehicle_id': 88, 'energy': 61.21142863458349}]"
793,2017-02-03 01:00:00,"[{'vehicle_id': 88, 'energy': 64.9114286345835}]"
794,2017-02-03 02:00:00,"[{'vehicle_id': 88, 'energy': 68.61142863458349}]"
795,2017-02-03 03:00:00,"[{'vehicle_id': 88, 'energy': 72.31142863458349}]"
796,2017-02-03 04:00:00,"[{'vehicle_id': 88, 'energy': 76.0114286345835}]"
797,2017-02-03 05:00:00,"[{'vehicle_id': 88, 'energy': 79.71142863458348}]"
798,2017-02-03 06:00:00,"[{'vehicle_id': 88, 'energy': 83.4114286345835}]"
799,2017-02-03 07:00:00,"[{'vehicle_id': 88, 'energy': 87.11142863458349}]"
800,2017-02-03 08:00:00,"[{'vehicle_id': 88, 'energy': 90.81142863458349}]"
801,2017-02-03 09:00:00,[]
802,2017-02-03 10:00:00,"[{'vehicle_id': 89, 'energy': 44.55373249113571}]"
803,2017-02-03 11:00:00,"[{'vehicle_id': 89, 'energy': 48.253732491135715}]"
804,2017-02-03 12:00:00,"[{'vehicle_id': 89, 'energy': 51.95373249113571}, {'vehicle_id': 90, 'energy': 43.02829699703094}]"
805,2017-02-03 13:00:00,"[{'vehicle_id': 89, 'energy': 55.65373249113571}, {'vehicle_id': 90, 'energy': 46.728296997030945}]"
806,2017-02-03 14:00:00,"[{'vehicle_id': 89, 'energy': 59.353732491135716}, {'vehicle_id': 90, 'energy': 50.42829699703094}]"
807,2017-02-03 15:00:00,"[{'vehicle_id': 89, 'energy': 63.05373249113571}, {'vehicle_id': 90, 'energy': 54.128296997030944}]"
808,2017-02-03 16:00:00,"[{'vehicle_id': 89, 'energy': 66.75373249113571}, {'vehicle_id': 90, 'energy': 57.82829699703095}]"
809,2017-02-03 17:00:00,"[{'vehicle_id': 89, 'energy': 70.45373249113571}, {'vehicle_id': 90, 'energy': 61.52829699703094}]"
810,2017-02-03 18:00:00,"[{'vehicle_id': 89, 'energy': 74.15373249113571}, {'vehicle_id': 90, 'energy': 65.22829699703095}]"
811,2017-02-03 19:00:00,"[{'vehicle_id': 90, 'energy': 68.92829699703094}]"
812,2017-02-03 20:00:00,"[{'vehicle_id': 90, 'energy': 72.62829699703094}, {'vehicle_id': 91, 'energy': 45.09991526187454}]"
813,2017-02-03 21:00:00,"[{'vehicle_id': 90, 'energy': 76.32829699703095}, {'vehicle_id': 91, 'energy': 48.799915261874546}]"
814,2017-02-03 22:00:00,"[{'vehicle_id': 90, 'energy': 80.02829699703094}, {'vehicle_id': 91, 'energy': 52.49991526187454}]"
815,2017-02-03 23:00:00,"[{'vehicle_id': 90, 'energy': 83.72829699703095}, {'vehicle_id': 91, 'energy': 56.199915261874544}]"
816,2017-02-04 00:00:00,"[{'vehicle_id': 90, 'energy': 87.42829699703094}, {'vehicle_id': 91, 'energy': 59.89991526187454}]"
817,2017-02-04 01:00:00,"[{'vehicle_id': 91, 'energy': 63.59991526187454}]"
818,2017-02-04 02:00:00,"[{'vehicle_id': 91, 'energy': 67.29991526187455}]"
819,2017-02-04 03:00:00,"[{'vehicle_id': 91, 'energy': 70.99991526187455}]"
820,2017-02-04 04:00:00,"[{'vehicle_id': 91, 'energy': 74.69991526187454}]"
821,2017-02-04 05:00:00,"[{'vehicle_id': 91, 'energy': 78.39991526187455}]"
822,2017-02-04 06:00:00,"[{'vehicle_id': 91, 'energy': 82.09991526187454}]"
823,2017-02-04 07:00:00,"[{'vehicle_id': 91, 'energy': 85.79991526187455}]"
824,2017-02-04 08:00:00,"[{'vehicle_id': 91, 'energy': 89.49991526187455}]"
825,2017-02-04 09:00:00,"[{'vehicle_id': 91, 'energy': 93.19991526187454}]"
826,2017-02-04 10:00:00,"[{'vehicle_id': 91, 'energy': 96.89991526187455}]"
827,2017-02-04 11:00:00,[]
828,2017-02-04 12:00:00,[]
829,2017-02-04 13:00:00,[]
830,2017-02-04 14:00:00,[]
831,2017-02-04 15:00:00,[]
832,2017-02-04 16:00:00,[]
833,2017-02-04 17:00:00,"[{'vehicle_id': 92, 'energy': 21.240557914662368}]"
834,2017-02-04 18:00:00,"[{'vehicle_id': 92, 'energy': 24.940557914662367}]"
835,2017-02-04 19:00:00,"[{'vehicle_id': 92, 'energy': 28.640557914662367}]"
836,2017-02-04 20:00:00,"[{'vehicle_id': 92, 'energy': 32.34055791466237}]"
837,2017-02-04 21:00:00,"[{'vehicle_id': 92, 'energy': 36.04055791466237}]"
838,2017-02-04 22:00:00,"[{'vehicle_id': 92, 'energy': 39.74055791466237}]"
839,2017-02-04 23:00:00,"[{'vehicle_id': 92, 'energy': 43.44055791466237}]"
840,2017-02-05 00:00:00,"[{'vehicle_id': 92, 'energy': 47.14055791466237}]"
841,2017-02-05 01:00:00,"[{'vehicle_id': 92, 'energy': 50.84055791466237}]"
842,2017-02-05 02:00:00,"[{'vehicle_id': 92, 'energy': 54.54055791466237}]"
843,2017-02-05 03:00:00,[]
844,2017-02-05 04:00:00,[]
845,2017-02-05 05:00:00,[]
846,2017-02-05 06:00:00,[]
847,2017-02-05 07:00:00,[]
848,2017-02-05 08:00:00,[]
849,2017-02-05 09:00:00,[]
850,2017-02-05 10:00:00,[]
851,2017-02-05 11:00:00,[]
852,2017-02-05 12:00:00,[]
853,2017-02-05 13:00:00,[]
854,2017-02-05 14:00:00,[]
855,2017-02-05 15:00:00,[]
856,2017-02-05 16:00:00,"[{'vehicle_id': 93, 'energy': 61.2665668961794}]"
857,2017-02-05 17:00:00,"[{'vehicle_id': 93, 'energy': 64.9665668961794}]"
858,2017-02-05 18:00:00,"[{'vehicle_id': 93, 'energy': 68.6665668961794}]"
859,2017-02-05 19:00:00,"[{'vehicle_id': 93, 'energy': 72.36656689617939}]"
860,2017-02-05 20:00:00,"[{'vehicle_id': 93, 'energy': 76.0665668961794}]"
861,2017-02-05 21:00:00,"[{'vehicle_id': 93, 'energy': 79.7665668961794}]"
862,2017-02-05 22:00:00,"[{'vehicle_id': 93, 'energy': 83.4665668961794}]"
863,2017-02-05 23:00:00,"[{'vehicle_id': 93, 'energy': 87.1665668961794}, {'vehicle_id': 94, 'energy': 15.296093915446269}]"
864,2017-02-06 00:00:00,"[{'vehicle_id': 93, 'energy': 90.86656689617939}, {'vehicle_id': 94, 'energy': 18.99609391544627}]"
865,2017-02-06 01:00:00,"[{'vehicle_id': 93, 'energy': 94.56656689617941}, {'vehicle_id': 94, 'energy': 22.69609391544627}]"
866,2017-02-06 02:00:00,"[{'vehicle_id': 93, 'energy': 98.2665668961794}, {'vehicle_id': 94, 'energy': 26.396093915446272}]"
867,2017-02-06 03:00:00,"[{'vehicle_id': 93, 'energy': 100}, {'vehicle_id': 94, 'energy': 30.096093915446268}]"
868,2017-02-06 04:00:00,"[{'vehicle_id': 93, 'energy': 100}, {'vehicle_id': 94, 'energy': 33.79609391544627}]"
869,2017-02-06 05:00:00,"[{'vehicle_id': 93, 'energy': 100}, {'vehicle_id': 94, 'energy': 37.496093915446274}]"
870,2017-02-06 06:00:00,"[{'vehicle_id': 93, 'energy': 100}, {'vehicle_id': 94, 'energy': 41.19609391544627}]"
871,2017-02-06 07:00:00,"[{'vehicle_id': 94, 'energy': 44.89609391544627}]"
872,2017-02-06 08:00:00,"[{'vehicle_id': 94, 'energy': 48.596093915446275}]"
873,2017-02-06 09:00:00,[]
874,2017-02-06 10:00:00,[]
875,2017-02-06 11:00:00,[]
876,2017-02-06 12:00:00,[]
877,2017-02-06 13:00:00,[]
878,2017-02-06 14:00:00,[]
879,2017-02-06 15:00:00,[]
880,2017-02-06 16:00:00,[]
881,2017-02-06 17:00:00,[]
882,2017-02-06 18:00:00,[]
883,2017-02-06 19:00:00,[]
884,2017-02-06 20:00:00,[]
885,2017-02-06 21:00:00,[]
886,2017-02-06 22:00:00,[]
887,2017-02-06 23:00:00,[]
888,2017-02-07 00:00:00,[]
889,2017-02-07 01:00:00,[]
890,2017-02-07 02:00:00,[]
891,2017-02-07 03:00:00,[]
892,2017-02-07 04:00:00,[]
893,2017-02-07 05:00:00,[]
894,2017-02-07 06:00:00,[]
895,2017-02-07 07:00:00,[]
896,2017-02-07 08:00:00,[]
897,2017-02-07 09:00:00,"[{'vehicle_id': 95, 'energy': 48.44560528776158}]"
898,2017-02-07 10:00:00,"[{'vehicle_id': 95, 'energy': 52.14560528776158}]"
899,2017-02-07 11:00:00,"[{'vehicle_id': 95, 'energy': 55.84560528776158}]"
900,2017-02-07 12:00:00,"[{'vehicle_id': 95, 'energy': 59.54560528776158}]"
901,2017-02-07 13:00:00,"[{'vehicle_id': 95, 'energy': 63.24560528776158}]"
902,2017-02-07 14:00:00,"[{'vehicle_id': 95, 'energy': 66.94560528776158}, {'vehicle_id': 96, 'energy': 33.283076944850826}]"
903,2017-02-07 15:00:00,"[{'vehicle_id': 95, 'energy': 70.64560528776158}, {'vehicle_id': 96, 'energy': 36.98307694485083}]"
904,2017-02-07 16:00:00,"[{'vehicle_id': 95, 'energy': 74.34560528776159}, {'vehicle_id': 96, 'energy': 40.683076944850825}]"
905,2017-02-07 17:00:00,"[{'vehicle_id': 95, 'energy': 78.04560528776159}, {'vehicle_id': 96, 'energy': 44.38307694485083}]"
906,2017-02-07 18:00:00,"[{'vehicle_id': 95, 'energy': 81.74560528776158}, {'vehicle_id': 96, 'energy': 48.08307694485083}]"
907,2017-02-07 19:00:00,"[{'vehicle_id': 95, 'energy': 85.44560528776158}, {'vehicle_id': 96, 'energy': 51.783076944850826}]"
908,2017-02-07 20:00:00,"[{'vehicle_id': 95, 'energy': 89.14560528776158}, {'vehicle_id': 96, 'energy': 55.48307694485083}]"
909,2017-02-07 21:00:00,"[{'vehicle_id': 95, 'energy': 92.84560528776159}, {'vehicle_id': 96, 'energy': 59.183076944850825}, {'vehicle_id': 97, 'energy': 52.69158425014351}]"
910,2017-02-07 22:00:00,"[{'vehicle_id': 95, 'energy': 96.54560528776159}, {'vehicle_id': 96, 'energy': 62.88307694485083}, {'vehicle_id': 97, 'energy': 56.39158425014351}]"
911,2017-02-07 23:00:00,"[{'vehicle_id': 96, 'energy': 66.58307694485083}, {'vehicle_id': 97, 'energy': 60.091584250143505}]"
912,2017-02-08 00:00:00,"[{'vehicle_id': 96, 'energy': 70.28307694485082}, {'vehicle_id': 97, 'energy': 63.79158425014351}]"
913,2017-02-08 01:00:00,"[{'vehicle_id': 96, 'energy': 73.98307694485084}, {'vehicle_id': 97, 'energy': 67.4915842501435}]"
914,2017-02-08 02:00:00,"[{'vehicle_id': 97, 'energy': 71.1915842501435}]"
915,2017-02-08 03:00:00,"[{'vehicle_id': 97, 'energy': 74.89158425014351}]"
916,2017-02-08 04:00:00,"[{'vehicle_id': 97, 'energy': 78.59158425014351}]"
917,2017-02-08 05:00:00,"[{'vehicle_id': 97, 'energy': 82.2915842501435}]"
918,2017-02-08 06:00:00,[]
919,2017-02-08 07:00:00,[]
920,2017-02-08 08:00:00,[]
921,2017-02-08 09:00:00,[]
922,2017-02-08 10:00:00,[]
923,2017-02-08 11:00:00,[]
924,2017-02-08 12:00:00,"[{'vehicle_id': 98, 'energy': 32.24058758224173}]"
925,2017-02-08 13:00:00,"[{'vehicle_id': 98, 'energy': 35.94058758224173}]"
926,2017-02-08 14:00:00,"[{'vehicle_id': 98, 'energy': 39.64058758224173}]"
927,2017-02-08 15:00:00,"[{'vehicle_id': 98, 'energy': 43.34058758224173}, {'vehicle_id': 99, 'energy': 36.924469192322654}, {'vehicle_id': 100, 'energy': 45.623902030719655}]"
928,2017-02-08 16:00:00,"[{'vehicle_id': 98, 'energy': 47.04058758224173}, {'vehicle_id': 99, 'energy': 40.62446919232266}, {'vehicle_id': 100, 'energy': 49.32390203071966}]"
929,2017-02-08 17:00:00,"[{'vehicle_id': 98, 'energy': 50.74058758224173}, {'vehicle_id': 99, 'energy': 44.32446919232265}, {'vehicle_id': 100, 'energy': 53.023902030719654}, {'vehicle_id': 101, 'energy': 47.62031173634315}]"
930,2017-02-08 18:00:00,"[{'vehicle_id': 98, 'energy': 54.44058758224173}, {'vehicle_id': 99, 'energy': 48.024469192322655}, {'vehicle_id': 100, 'energy': 56.72390203071966}, {'vehicle_id': 101, 'energy': 51.32031173634315}]"
931,2017-02-08 19:00:00,"[{'vehicle_id': 98, 'energy': 58.140587582241736}, {'vehicle_id': 99, 'energy': 51.72446919232266}, {'vehicle_id': 100, 'energy': 60.42390203071966}, {'vehicle_id': 101, 'energy': 55.020311736343146}]"
