,time,Available_energy_sources
834,2017-06-09 16:30:00,"[{'vehicle_id': 20, 'energy': 89.68485909336717}, {'vehicle_id': 21, 'energy': 83.01003071845211}]"
835,2017-06-09 16:45:00,"[{'vehicle_id': 20, 'energy': 90.60985909336716}, {'vehicle_id': 21, 'energy': 83.93503071845211}]"
836,2017-06-09 17:00:00,"[{'vehicle_id': 20, 'energy': 91.53485909336717}, {'vehicle_id': 21, 'energy': 84.86003071845211}]"
837,2017-06-09 17:15:00,"[{'vehicle_id': 20, 'energy': 92.45985909336717}, {'vehicle_id': 21, 'energy': 85.7850307184521}]"
838,2017-06-09 17:30:00,"[{'vehicle_id': 20, 'energy': 93.38485909336717}, {'vehicle_id': 21, 'energy': 86.71003071845212}]"
839,2017-06-09 17:45:00,"[{'vehicle_id': 20, 'energy': 94.30985909336718}, {'vehicle_id': 21, 'energy': 87.63503071845211}]"
840,2017-06-09 18:00:00,"[{'vehicle_id': 20, 'energy': 95.23485909336716}, {'vehicle_id': 21, 'energy': 88.56003071845211}]"
841,2017-06-09 18:15:00,"[{'vehicle_id': 20, 'energy': 96.15985909336717}, {'vehicle_id': 21, 'energy': 89.48503071845211}]"
842,2017-06-09 18:30:00,"[{'vehicle_id': 20, 'energy': 97.08485909336717}, {'vehicle_id': 21, 'energy': 90.4100307184521}]"
843,2017-06-09 18:45:00,"[{'vehicle_id': 20, 'energy': 98.00985909336717}, {'vehicle_id': 21, 'energy': 91.33503071845212}]"
844,2017-06-09 19:00:00,"[{'vehicle_id': 20, 'energy': 98.93485909336718}, {'vehicle_id': 21, 'energy': 92.2600307184521}]"
845,2017-06-09 19:15:00,"[{'vehicle_id': 20, 'energy': 99.85985909336716}, {'vehicle_id': 21, 'energy': 93.18503071845211}]"
846,2017-06-09 19:30:00,"[{'vehicle_id': 20, 'energy': 100}, {'vehicle_id': 21, 'energy': 94.11003071845211}]"
847,2017-06-09 19:45:00,"[{'vehicle_id': 20, 'energy': 100}, {'vehicle_id': 21, 'energy': 95.0350307184521}]"
848,2017-06-09 20:00:00,"[{'vehicle_id': 20, 'energy': 100}, {'vehicle_id': 21, 'energy': 95.96003071845212}]"
849,2017-06-09 20:15:00,"[{'vehicle_id': 20, 'energy': 100}, {'vehicle_id': 21, 'energy': 96.8850307184521}]"
850,2017-06-09 20:30:00,"[{'vehicle_id': 20, 'energy': 100}, {'vehicle_id': 21, 'energy': 97.81003071845211}]"
851,2017-06-09 20:45:00,"[{'vehicle_id': 20, 'energy': 100}, {'vehicle_id': 21, 'energy': 98.73503071845211}]"
852,2017-06-09 21:00:00,"[{'vehicle_id': 20, 'energy': 100}, {'vehicle_id': 21, 'energy': 99.6600307184521}]"
853,2017-06-09 21:15:00,"[{'vehicle_id': 20, 'energy': 100}, {'vehicle_id': 21, 'energy': 100}]"
854,2017-06-09 21:30:00,"[{'vehicle_id': 20, 'energy': 100}]"
855,2017-06-09 21:45:00,"[{'vehicle_id': 20, 'energy': 100}]"
856,2017-06-09 22:00:00,"[{'vehicle_id': 20, 'energy': 100}]"
857,2017-06-09 22:15:00,"[{'vehicle_id': 20, 'energy': 100}]"
858,2017-06-09 22:30:00,"[{'vehicle_id': 20, 'energy': 100}]"
859,2017-06-09 22:45:00,"[{'vehicle_id': 20, 'energy': 100}]"
860,2017-06-09 23:00:00,"[{'vehicle_id': 20, 'energy': 100}]"
861,2017-06-09 23:15:00,"[{'vehicle_id': 20, 'energy': 100}]"
862,2017-06-09 23:30:00,"[{'vehicle_id': 20, 'energy': 100}]"
863,2017-06-09 23:45:00,"[{'vehicle_id': 20, 'energy': 100}]"
864,2017-06-10 00:00:00,"[{'vehicle_id': 20, 'energy': 100}]"
865,2017-06-10 00:15:00,"[{'vehicle_id': 20, 'energy': 100}]"
866,2017-06-10 00:30:00,"[{'vehicle_id': 20, 'energy': 100}]"
867,2017-06-10 00:45:00,"[{'vehicle_id': 20, 'energy': 100}]"
868,2017-06-10 01:00:00,"[{'vehicle_id': 20, 'energy': 100}]"
869,2017-06-10 01:15:00,[]
870,2017-06-10 01:30:00,[]
871,2017-06-10 01:45:00,[]
872,2017-06-10 02:00:00,[]
873,2017-06-10 02:15:00,[]
874,2017-06-10 02:30:00,[]
875,2017-06-10 02:45:00,[]
876,2017-06-10 03:00:00,[]
877,2017-06-10 03:15:00,[]
878,2017-06-10 03:30:00,[]
879,2017-06-10 03:45:00,[]
880,2017-06-10 04:00:00,[]
881,2017-06-10 04:15:00,[]
882,2017-06-10 04:30:00,[]
883,2017-06-10 04:45:00,[]
884,2017-06-10 05:00:00,[]
885,2017-06-10 05:15:00,[]
886,2017-06-10 05:30:00,[]
887,2017-06-10 05:45:00,[]
888,2017-06-10 06:00:00,[]
889,2017-06-10 06:15:00,[]
890,2017-06-10 06:30:00,[]
891,2017-06-10 06:45:00,[]
892,2017-06-10 07:00:00,[]
893,2017-06-10 07:15:00,[]
894,2017-06-10 07:30:00,[]
895,2017-06-10 07:45:00,[]
896,2017-06-10 08:00:00,[]
897,2017-06-10 08:15:00,[]
898,2017-06-10 08:30:00,[]
899,2017-06-10 08:45:00,[]
900,2017-06-10 09:00:00,[]
901,2017-06-10 09:15:00,[]
902,2017-06-10 09:30:00,[]
903,2017-06-10 09:45:00,[]
904,2017-06-10 10:00:00,[]
905,2017-06-10 10:15:00,[]
906,2017-06-10 10:30:00,[]
907,2017-06-10 10:45:00,[]
908,2017-06-10 11:00:00,[]
909,2017-06-10 11:15:00,[]
910,2017-06-10 11:30:00,[]
911,2017-06-10 11:45:00,[]
912,2017-06-10 12:00:00,[]
913,2017-06-10 12:15:00,[]
914,2017-06-10 12:30:00,"[{'vehicle_id': 22, 'energy': 62.15931891194708}]"
915,2017-06-10 12:45:00,"[{'vehicle_id': 22, 'energy': 63.08431891194708}]"
916,2017-06-10 13:00:00,"[{'vehicle_id': 22, 'energy': 64.00931891194708}]"
917,2017-06-10 13:15:00,"[{'vehicle_id': 22, 'energy': 64.93431891194709}]"
918,2017-06-10 13:30:00,"[{'vehicle_id': 22, 'energy': 65.85931891194708}]"
919,2017-06-10 13:45:00,"[{'vehicle_id': 22, 'energy': 66.78431891194708}]"
920,2017-06-10 14:00:00,"[{'vehicle_id': 22, 'energy': 67.70931891194708}]"
921,2017-06-10 14:15:00,"[{'vehicle_id': 22, 'energy': 68.63431891194708}]"
922,2017-06-10 14:30:00,"[{'vehicle_id': 22, 'energy': 69.55931891194709}]"
923,2017-06-10 14:45:00,"[{'vehicle_id': 22, 'energy': 70.48431891194708}]"
924,2017-06-10 15:00:00,"[{'vehicle_id': 22, 'energy': 71.40931891194708}]"
925,2017-06-10 15:15:00,"[{'vehicle_id': 22, 'energy': 72.33431891194708}]"
926,2017-06-10 15:30:00,"[{'vehicle_id': 22, 'energy': 73.25931891194708}]"
927,2017-06-10 15:45:00,"[{'vehicle_id': 22, 'energy': 74.18431891194709}]"
928,2017-06-10 16:00:00,"[{'vehicle_id': 22, 'energy': 75.10931891194708}]"
929,2017-06-10 16:15:00,"[{'vehicle_id': 22, 'energy': 76.03431891194708}]"
930,2017-06-10 16:30:00,"[{'vehicle_id': 22, 'energy': 76.95931891194708}]"
931,2017-06-10 16:45:00,"[{'vehicle_id': 22, 'energy': 77.88431891194708}]"
932,2017-06-10 17:00:00,"[{'vehicle_id': 22, 'energy': 78.80931891194709}]"
933,2017-06-10 17:15:00,"[{'vehicle_id': 22, 'energy': 79.73431891194708}]"
934,2017-06-10 17:30:00,"[{'vehicle_id': 22, 'energy': 80.65931891194708}]"
935,2017-06-10 17:45:00,"[{'vehicle_id': 22, 'energy': 81.58431891194708}]"
936,2017-06-10 18:00:00,"[{'vehicle_id': 22, 'energy': 82.50931891194708}]"
937,2017-06-10 18:15:00,"[{'vehicle_id': 22, 'energy': 83.43431891194709}]"
938,2017-06-10 18:30:00,"[{'vehicle_id': 22, 'energy': 84.35931891194708}]"
939,2017-06-10 18:45:00,"[{'vehicle_id': 22, 'energy': 85.28431891194708}]"
940,2017-06-10 19:00:00,"[{'vehicle_id': 22, 'energy': 86.20931891194708}]"
941,2017-06-10 19:15:00,"[{'vehicle_id': 22, 'energy': 87.13431891194708}]"
942,2017-06-10 19:30:00,"[{'vehicle_id': 22, 'energy': 88.05931891194709}]"
943,2017-06-10 19:45:00,"[{'vehicle_id': 22, 'energy': 88.98431891194708}]"
944,2017-06-10 20:00:00,"[{'vehicle_id': 22, 'energy': 89.90931891194708}]"
945,2017-06-10 20:15:00,"[{'vehicle_id': 22, 'energy': 90.83431891194708}]"
946,2017-06-10 20:30:00,"[{'vehicle_id': 22, 'energy': 91.75931891194708}]"
947,2017-06-10 20:45:00,"[{'vehicle_id': 22, 'energy': 92.68431891194709}]"
948,2017-06-10 21:00:00,"[{'vehicle_id': 22, 'energy': 93.60931891194708}]"
949,2017-06-10 21:15:00,"[{'vehicle_id': 22, 'energy': 94.53431891194708}]"
950,2017-06-10 21:30:00,"[{'vehicle_id': 22, 'energy': 95.4593189119471}]"
951,2017-06-10 21:45:00,"[{'vehicle_id': 22, 'energy': 96.38431891194708}]"
952,2017-06-10 22:00:00,"[{'vehicle_id': 22, 'energy': 97.30931891194709}]"
953,2017-06-10 22:15:00,"[{'vehicle_id': 22, 'energy': 98.23431891194708}]"
954,2017-06-10 22:30:00,"[{'vehicle_id': 22, 'energy': 99.15931891194708}]"
955,2017-06-10 22:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
956,2017-06-10 23:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
957,2017-06-10 23:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
958,2017-06-10 23:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
959,2017-06-10 23:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
960,2017-06-11 00:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
961,2017-06-11 00:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
962,2017-06-11 00:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
963,2017-06-11 00:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
964,2017-06-11 01:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
965,2017-06-11 01:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
966,2017-06-11 01:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
967,2017-06-11 01:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
968,2017-06-11 02:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
969,2017-06-11 02:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
970,2017-06-11 02:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
971,2017-06-11 02:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
972,2017-06-11 03:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
973,2017-06-11 03:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
974,2017-06-11 03:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
975,2017-06-11 03:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
976,2017-06-11 04:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
977,2017-06-11 04:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
978,2017-06-11 04:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
979,2017-06-11 04:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
980,2017-06-11 05:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
981,2017-06-11 05:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
982,2017-06-11 05:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
983,2017-06-11 05:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
984,2017-06-11 06:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
985,2017-06-11 06:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
986,2017-06-11 06:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
987,2017-06-11 06:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
988,2017-06-11 07:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
989,2017-06-11 07:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
990,2017-06-11 07:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
991,2017-06-11 07:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
992,2017-06-11 08:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
993,2017-06-11 08:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
994,2017-06-11 08:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
995,2017-06-11 08:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
996,2017-06-11 09:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
997,2017-06-11 09:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
998,2017-06-11 09:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
999,2017-06-11 09:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
1000,2017-06-11 10:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
1001,2017-06-11 10:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
1002,2017-06-11 10:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
1003,2017-06-11 10:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
1004,2017-06-11 11:00:00,"[{'vehicle_id': 22, 'energy': 100}]"
1005,2017-06-11 11:15:00,"[{'vehicle_id': 22, 'energy': 100}]"
1006,2017-06-11 11:30:00,"[{'vehicle_id': 22, 'energy': 100}]"
1007,2017-06-11 11:45:00,"[{'vehicle_id': 22, 'energy': 100}]"
1008,2017-06-11 12:00:00,[]
1009,2017-06-11 12:15:00,[]
1010,2017-06-11 12:30:00,[]
1011,2017-06-11 12:45:00,[]
1012,2017-06-11 13:00:00,[]
1013,2017-06-11 13:15:00,[]
1014,2017-06-11 13:30:00,[]
1015,2017-06-11 13:45:00,[]
1016,2017-06-11 14:00:00,[]
1017,2017-06-11 14:15:00,"[{'vehicle_id': 23, 'energy': 58.777650969087844}]"
1018,2017-06-11 14:30:00,"[{'vehicle_id': 23, 'energy': 59.70265096908784}]"
1019,2017-06-11 14:45:00,"[{'vehicle_id': 23, 'energy': 60.627650969087846}, {'vehicle_id': 24, 'energy': 83.185411891668}]"
1020,2017-06-11 15:00:00,"[{'vehicle_id': 23, 'energy': 61.55265096908784}, {'vehicle_id': 24, 'energy': 84.110411891668}]"
1021,2017-06-11 15:15:00,"[{'vehicle_id': 23, 'energy': 62.47765096908785}, {'vehicle_id': 24, 'energy': 85.03541189166799}]"
1022,2017-06-11 15:30:00,"[{'vehicle_id': 23, 'energy': 63.402650969087844}, {'vehicle_id': 24, 'energy': 85.960411891668}]"
1023,2017-06-11 15:45:00,"[{'vehicle_id': 23, 'energy': 64.32765096908784}, {'vehicle_id': 24, 'energy': 86.885411891668}]"
1024,2017-06-11 16:00:00,"[{'vehicle_id': 23, 'energy': 65.25265096908784}, {'vehicle_id': 24, 'energy': 87.810411891668}]"
1025,2017-06-11 16:15:00,"[{'vehicle_id': 23, 'energy': 66.17765096908785}, {'vehicle_id': 24, 'energy': 88.735411891668}]"
1026,2017-06-11 16:30:00,"[{'vehicle_id': 23, 'energy': 67.10265096908785}, {'vehicle_id': 24, 'energy': 89.66041189166799}]"
1027,2017-06-11 16:45:00,"[{'vehicle_id': 23, 'energy': 68.02765096908784}, {'vehicle_id': 24, 'energy': 90.585411891668}]"
1028,2017-06-11 17:00:00,"[{'vehicle_id': 23, 'energy': 68.95265096908784}, {'vehicle_id': 24, 'energy': 91.510411891668}]"
1029,2017-06-11 17:15:00,"[{'vehicle_id': 23, 'energy': 69.87765096908785}, {'vehicle_id': 24, 'energy': 92.435411891668}]"
1030,2017-06-11 17:30:00,"[{'vehicle_id': 23, 'energy': 70.80265096908785}, {'vehicle_id': 24, 'energy': 93.360411891668}]"
1031,2017-06-11 17:45:00,"[{'vehicle_id': 23, 'energy': 71.72765096908785}, {'vehicle_id': 24, 'energy': 94.28541189166799}]"
1032,2017-06-11 18:00:00,"[{'vehicle_id': 23, 'energy': 72.65265096908784}, {'vehicle_id': 24, 'energy': 95.210411891668}]"
1033,2017-06-11 18:15:00,"[{'vehicle_id': 23, 'energy': 73.57765096908784}, {'vehicle_id': 24, 'energy': 96.135411891668}]"
1034,2017-06-11 18:30:00,"[{'vehicle_id': 23, 'energy': 74.50265096908785}, {'vehicle_id': 24, 'energy': 97.060411891668}]"
1035,2017-06-11 18:45:00,"[{'vehicle_id': 23, 'energy': 75.42765096908785}, {'vehicle_id': 24, 'energy': 97.985411891668}]"
1036,2017-06-11 19:00:00,"[{'vehicle_id': 23, 'energy': 76.35265096908785}, {'vehicle_id': 24, 'energy': 98.91041189166799}]"
1037,2017-06-11 19:15:00,"[{'vehicle_id': 23, 'energy': 77.27765096908784}, {'vehicle_id': 24, 'energy': 99.835411891668}]"
1038,2017-06-11 19:30:00,"[{'vehicle_id': 23, 'energy': 78.20265096908784}, {'vehicle_id': 24, 'energy': 100}]"
1039,2017-06-11 19:45:00,"[{'vehicle_id': 23, 'energy': 79.12765096908785}, {'vehicle_id': 24, 'energy': 100}]"
1040,2017-06-11 20:00:00,"[{'vehicle_id': 23, 'energy': 80.05265096908785}, {'vehicle_id': 24, 'energy': 100}]"
1041,2017-06-11 20:15:00,"[{'vehicle_id': 23, 'energy': 80.97765096908785}, {'vehicle_id': 24, 'energy': 100}]"
1042,2017-06-11 20:30:00,"[{'vehicle_id': 23, 'energy': 81.90265096908784}, {'vehicle_id': 24, 'energy': 100}]"
1043,2017-06-11 20:45:00,"[{'vehicle_id': 23, 'energy': 82.82765096908784}, {'vehicle_id': 24, 'energy': 100}]"
1044,2017-06-11 21:00:00,"[{'vehicle_id': 23, 'energy': 83.75265096908785}, {'vehicle_id': 24, 'energy': 100}]"
1045,2017-06-11 21:15:00,"[{'vehicle_id': 23, 'energy': 84.67765096908785}, {'vehicle_id': 24, 'energy': 100}]"
1046,2017-06-11 21:30:00,"[{'vehicle_id': 23, 'energy': 85.60265096908785}, {'vehicle_id': 24, 'energy': 100}]"
1047,2017-06-11 21:45:00,"[{'vehicle_id': 23, 'energy': 86.52765096908784}, {'vehicle_id': 24, 'energy': 100}]"
1048,2017-06-11 22:00:00,"[{'vehicle_id': 23, 'energy': 87.45265096908784}, {'vehicle_id': 24, 'energy': 100}]"
1049,2017-06-11 22:15:00,"[{'vehicle_id': 23, 'energy': 88.37765096908785}, {'vehicle_id': 24, 'energy': 100}]"
1050,2017-06-11 22:30:00,"[{'vehicle_id': 23, 'energy': 89.30265096908785}, {'vehicle_id': 24, 'energy': 100}]"
1051,2017-06-11 22:45:00,"[{'vehicle_id': 23, 'energy': 90.22765096908785}, {'vehicle_id': 24, 'energy': 100}]"
1052,2017-06-11 23:00:00,"[{'vehicle_id': 23, 'energy': 91.15265096908784}, {'vehicle_id': 24, 'energy': 100}]"
1053,2017-06-11 23:15:00,"[{'vehicle_id': 23, 'energy': 92.07765096908784}, {'vehicle_id': 24, 'energy': 100}]"
1054,2017-06-11 23:30:00,"[{'vehicle_id': 23, 'energy': 93.00265096908785}, {'vehicle_id': 24, 'energy': 100}]"
1055,2017-06-11 23:45:00,"[{'vehicle_id': 23, 'energy': 93.92765096908784}, {'vehicle_id': 24, 'energy': 100}]"
1056,2017-06-12 00:00:00,"[{'vehicle_id': 23, 'energy': 94.85265096908785}, {'vehicle_id': 24, 'energy': 100}]"
1057,2017-06-12 00:15:00,"[{'vehicle_id': 23, 'energy': 95.77765096908784}, {'vehicle_id': 24, 'energy': 100}]"
1058,2017-06-12 00:30:00,"[{'vehicle_id': 23, 'energy': 96.70265096908784}, {'vehicle_id': 24, 'energy': 100}]"
1059,2017-06-12 00:45:00,"[{'vehicle_id': 23, 'energy': 97.62765096908785}, {'vehicle_id': 24, 'energy': 100}]"
1060,2017-06-12 01:00:00,"[{'vehicle_id': 23, 'energy': 98.55265096908784}, {'vehicle_id': 24, 'energy': 100}]"
1061,2017-06-12 01:15:00,"[{'vehicle_id': 23, 'energy': 99.47765096908785}, {'vehicle_id': 24, 'energy': 100}]"
1062,2017-06-12 01:30:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1063,2017-06-12 01:45:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1064,2017-06-12 02:00:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1065,2017-06-12 02:15:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1066,2017-06-12 02:30:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1067,2017-06-12 02:45:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1068,2017-06-12 03:00:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1069,2017-06-12 03:15:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1070,2017-06-12 03:30:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1071,2017-06-12 03:45:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1072,2017-06-12 04:00:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1073,2017-06-12 04:15:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1074,2017-06-12 04:30:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1075,2017-06-12 04:45:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1076,2017-06-12 05:00:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1077,2017-06-12 05:15:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1078,2017-06-12 05:30:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1079,2017-06-12 05:45:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1080,2017-06-12 06:00:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1081,2017-06-12 06:15:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1082,2017-06-12 06:30:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1083,2017-06-12 06:45:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1084,2017-06-12 07:00:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1085,2017-06-12 07:15:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1086,2017-06-12 07:30:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1087,2017-06-12 07:45:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1088,2017-06-12 08:00:00,"[{'vehicle_id': 23, 'energy': 100}, {'vehicle_id': 24, 'energy': 100}]"
1089,2017-06-12 08:15:00,"[{'vehicle_id': 23, 'energy': 100}]"
1090,2017-06-12 08:30:00,"[{'vehicle_id': 23, 'energy': 100}]"
1091,2017-06-12 08:45:00,[]
1092,2017-06-12 09:00:00,[]
1093,2017-06-12 09:15:00,[]
1094,2017-06-12 09:30:00,[]
1095,2017-06-12 09:45:00,[]
1096,2017-06-12 10:00:00,[]
1097,2017-06-12 10:15:00,[]
1098,2017-06-12 10:30:00,[]
1099,2017-06-12 10:45:00,[]
1100,2017-06-12 11:00:00,[]
1101,2017-06-12 11:15:00,[]
1102,2017-06-12 11:30:00,[]
1103,2017-06-12 11:45:00,[]
1104,2017-06-12 12:00:00,[]
1105,2017-06-12 12:15:00,[]
1106,2017-06-12 12:30:00,[]
1107,2017-06-12 12:45:00,[]
1108,2017-06-12 13:00:00,[]
1109,2017-06-12 13:15:00,[]
1110,2017-06-12 13:30:00,[]
1111,2017-06-12 13:45:00,[]
1112,2017-06-12 14:00:00,[]
1113,2017-06-12 14:15:00,[]
1114,2017-06-12 14:30:00,[]
1115,2017-06-12 14:45:00,[]
1116,2017-06-12 15:00:00,[]
1117,2017-06-12 15:15:00,[]
1118,2017-06-12 15:30:00,[]
1119,2017-06-12 15:45:00,[]
1120,2017-06-12 16:00:00,[]
1121,2017-06-12 16:15:00,[]
1122,2017-06-12 16:30:00,[]
1123,2017-06-12 16:45:00,[]
1124,2017-06-12 17:00:00,[]
1125,2017-06-12 17:15:00,[]
1126,2017-06-12 17:30:00,[]
1127,2017-06-12 17:45:00,[]
1128,2017-06-12 18:00:00,[]
1129,2017-06-12 18:15:00,[]
1130,2017-06-12 18:30:00,[]
1131,2017-06-12 18:45:00,[]
1132,2017-06-12 19:00:00,[]
1133,2017-06-12 19:15:00,[]
1134,2017-06-12 19:30:00,[]
1135,2017-06-12 19:45:00,[]
1136,2017-06-12 20:00:00,[]
1137,2017-06-12 20:15:00,[]
1138,2017-06-12 20:30:00,[]
1139,2017-06-12 20:45:00,[]
1140,2017-06-12 21:00:00,[]
1141,2017-06-12 21:15:00,[]
1142,2017-06-12 21:30:00,[]
1143,2017-06-12 21:45:00,[]
1144,2017-06-12 22:00:00,[]
1145,2017-06-12 22:15:00,[]
1146,2017-06-12 22:30:00,[]
1147,2017-06-12 22:45:00,[]
1148,2017-06-12 23:00:00,[]
1149,2017-06-12 23:15:00,[]
1150,2017-06-12 23:30:00,[]
1151,2017-06-12 23:45:00,[]
1152,2017-06-13 00:00:00,[]
1153,2017-06-13 00:15:00,[]
1154,2017-06-13 00:30:00,[]
1155,2017-06-13 00:45:00,[]
1156,2017-06-13 01:00:00,[]
1157,2017-06-13 01:15:00,[]
1158,2017-06-13 01:30:00,[]
1159,2017-06-13 01:45:00,[]
1160,2017-06-13 02:00:00,[]
1161,2017-06-13 02:15:00,[]
1162,2017-06-13 02:30:00,[]
1163,2017-06-13 02:45:00,[]
1164,2017-06-13 03:00:00,[]
1165,2017-06-13 03:15:00,[]
1166,2017-06-13 03:30:00,[]
1167,2017-06-13 03:45:00,[]
1168,2017-06-13 04:00:00,[]
1169,2017-06-13 04:15:00,[]
1170,2017-06-13 04:30:00,[]
1171,2017-06-13 04:45:00,[]
1172,2017-06-13 05:00:00,[]
1173,2017-06-13 05:15:00,[]
1174,2017-06-13 05:30:00,"[{'vehicle_id': 25, 'energy': 55.45777393296807}]"
1175,2017-06-13 05:45:00,"[{'vehicle_id': 25, 'energy': 56.382773932968064}]"
1176,2017-06-13 06:00:00,"[{'vehicle_id': 25, 'energy': 57.30777393296807}]"
1177,2017-06-13 06:15:00,"[{'vehicle_id': 25, 'energy': 58.232773932968065}]"
1178,2017-06-13 06:30:00,"[{'vehicle_id': 25, 'energy': 59.15777393296807}]"
1179,2017-06-13 06:45:00,"[{'vehicle_id': 25, 'energy': 60.08277393296807}]"
1180,2017-06-13 07:00:00,"[{'vehicle_id': 25, 'energy': 61.007773932968064}]"
1181,2017-06-13 07:15:00,"[{'vehicle_id': 25, 'energy': 61.93277393296807}]"
1182,2017-06-13 07:30:00,"[{'vehicle_id': 25, 'energy': 62.857773932968065}]"
1183,2017-06-13 07:45:00,"[{'vehicle_id': 25, 'energy': 63.78277393296807}]"
1184,2017-06-13 08:00:00,"[{'vehicle_id': 25, 'energy': 64.70777393296807}]"
