,time,household_power,renewable_power,EUR/kWh,House&RW_load,total_cost
69,2017-01-01 17:15:00,1.92209,0.748,0.05159,1.17409,0.024790155775
70,2017-01-01 17:30:00,2.2259344,0.748,0.05159,1.4779343999999999,0.028708988923999996
71,2017-01-01 17:45:00,1.8148348,0.748,0.05159,1.0668348,0.023406831833
72,2017-01-01 18:00:00,2.0587738,0.734,0.05395,1.3247738,0.0277677116275
73,2017-01-01 18:15:00,2.2668942,0.734,0.05395,1.5328941999999999,0.030574735522499997
74,2017-01-01 18:30:00,4.802908599999999,0.734,0.05395,4.068908599999999,0.06477922974249999
75,2017-01-01 18:45:00,4.9203904000000005,0.734,0.05395,4.1863904000000005,0.06636376552
76,2017-01-01 19:00:00,2.9970216,0.694,0.05097,2.3030216,0.038189547738
77,2017-01-01 19:15:00,3.560706,0.694,0.05097,2.866706,0.045372296205
78,2017-01-01 19:30:00,2.8560268,0.694,0.05097,2.1620268,0.036392921499
79,2017-01-01 19:45:00,2.3103474,0.694,0.05097,1.6163474,0.0294396017445
80,2017-01-01 20:00:00,3.6177884,0.674,0.04493,2.9437884,0.040636808202999995
81,2017-01-01 20:15:00,3.142775,0.674,0.04493,2.468775,0.035301220187499996
82,2017-01-01 20:30:00,3.0524114,0.674,0.04493,2.3784114,0.0342862110505
83,2017-01-01 20:45:00,3.650261,0.674,0.04493,2.976261,0.041001556682499996
84,2017-01-01 21:00:00,3.2224164,0.646,0.0388299999999999,2.5764164000000003,0.03128160720299992
85,2017-01-01 21:15:00,1.8925784,0.646,0.0388299999999999,1.2465784000000002,0.018372204817999952
86,2017-01-01 21:30:00,2.0191052,0.646,0.0388299999999999,1.3731052,0.019600463728999946
87,2017-01-01 21:45:00,2.1123078,0.646,0.0388299999999999,1.4663078,0.020505227968499948
88,2017-01-01 22:00:00,1.9885886,0.64,0.04217,1.3485885999999998,0.0209646953155
89,2017-01-01 22:15:00,2.0602270000000003,0.64,0.04217,1.4202270000000001,0.021719943147500004
90,2017-01-01 22:30:00,1.902832,0.64,0.04217,1.262832,0.02006060636
91,2017-01-01 22:45:00,1.5753266,0.64,0.04217,0.9353265999999999,0.0166078806805
92,2017-01-01 23:00:00,1.4010276,0.684,0.03306,0.7170275999999999,0.011579493113999998
93,2017-01-01 23:15:00,1.3876808,0.684,0.03306,0.7036808,0.011469181812
94,2017-01-01 23:30:00,1.3926598,0.684,0.03306,0.7086597999999998,0.011510333247
95,2017-01-01 23:45:00,1.1890988,0.684,0.03306,0.5050988,0.009827901582
96,2017-01-02 00:00:00,0.9858336,0.716,0.04491,0.2698336,0.011068446744
97,2017-01-02 00:15:00,0.7081022,0.716,0.04491,-0.007897799999999955,0.0079502174505
98,2017-01-02 00:30:00,0.6762426,0.716,0.04491,-0.03975739999999994,0.0075925137915000005
99,2017-01-02 00:45:00,0.7030326,0.716,0.04491,-0.012967399999999962,0.007893298516499999
100,2017-01-02 01:00:00,0.6746171999999999,0.734,0.04225,-0.05938280000000007,0.007125644174999999
101,2017-01-02 01:15:00,0.7841846,0.734,0.04225,0.050184600000000024,0.008282949837500001
102,2017-01-02 01:30:00,0.7708862000000001,0.734,0.04225,0.03688620000000009,0.008142485487500002
103,2017-01-02 01:45:00,0.718432,0.734,0.04225,-0.015568000000000026,0.007588438
104,2017-01-02 02:00:00,0.6851073999999999,0.74,0.0397999999999999,-0.05489260000000007,0.0068168186299999815
105,2017-01-02 02:15:00,0.7335157999999999,0.74,0.0397999999999999,-0.006484200000000051,0.00729848220999998
106,2017-01-02 02:30:00,1.1689976,0.74,0.0397999999999999,0.4289976,0.01163152611999997
107,2017-01-02 02:45:00,1.0217376,0.74,0.0397999999999999,0.28173760000000003,0.010166289119999974
108,2017-01-02 03:00:00,0.838348,0.668,0.0381499999999999,0.17034799999999994,0.007995744049999979
109,2017-01-02 03:15:00,1.0523872,0.668,0.0381499999999999,0.38438720000000004,0.010037142919999974
110,2017-01-02 03:30:00,0.8983121999999999,0.668,0.0381499999999999,0.23031219999999986,0.008567652607499976
111,2017-01-02 03:45:00,2.358066,0.668,0.0381499999999999,1.6900659999999998,0.02249005447499994
112,2017-01-02 04:00:00,2.2979306,0.614,0.03838,1.6839306,0.022048644107
113,2017-01-02 04:15:00,0.8601254,0.614,0.03838,0.24612540000000005,0.008252903213
114,2017-01-02 04:30:00,1.0963838,0.614,0.03838,0.4823837999999999,0.010519802560999998
115,2017-01-02 04:45:00,0.8947350000000001,0.614,0.03838,0.28073500000000007,0.008584982325
116,2017-01-02 05:00:00,0.7583953999999999,0.582,0.04109,0.17639539999999998,0.0077906167465
117,2017-01-02 05:15:00,0.9438848,0.582,0.04109,0.3618848,0.009696056608
118,2017-01-02 05:30:00,1.0105052,0.582,0.04109,0.42850520000000014,0.010380414667000001
119,2017-01-02 05:45:00,0.7389787999999999,0.582,0.04109,0.15697879999999997,0.007591159722999999
120,2017-01-02 06:00:00,0.9340684,0.568,0.04786,0.36606840000000007,0.011176128406
121,2017-01-02 06:15:00,1.5438182000000005,0.568,0.04786,0.9758182000000005,0.018471784763000005
122,2017-01-02 06:30:00,1.475094,0.568,0.04786,0.907094,0.01764949971
123,2017-01-02 06:45:00,0.8484925999999999,0.568,0.04786,0.2804926,0.010152213959
124,2017-01-02 07:00:00,0.8266617999999999,0.656,0.0659599999999999,0.17066179999999986,0.013631653081999977
125,2017-01-02 07:15:00,0.9903342,0.656,0.0659599999999999,0.3343342,0.016330610957999973
126,2017-01-02 07:30:00,1.3037907999999998,0.656,0.0659599999999999,0.6477907999999998,0.021499510291999962
127,2017-01-02 07:45:00,1.2544092,0.656,0.0659599999999999,0.5984092,0.02068520770799997
128,2017-01-02 08:00:00,1.5596888,0.736,0.07293,0.8236888,0.028437026045999996
129,2017-01-02 08:15:00,2.5155048,0.736,0.07293,1.7795048,0.045863941266
130,2017-01-02 08:30:00,3.6584654,0.736,0.07293,2.9224654,0.0667029704055
131,2017-01-02 08:45:00,3.195164,0.736,0.07293,2.4591640000000003,0.05825582763
132,2017-01-02 09:00:00,2.0742156,0.688,0.06591,1.3862156,0.034177887549
133,2017-01-02 09:15:00,1.7951465999999998,0.688,0.06591,1.1071465999999999,0.029579528101499997
134,2017-01-02 09:30:00,1.5759628,0.688,0.06591,0.8879628000000002,0.025967927037000002
135,2017-01-02 09:45:00,2.7109354000000003,0.688,0.06591,2.0229354000000006,0.0446694380535
136,2017-01-02 10:00:00,3.1538852,0.704,0.06502,2.4498851999999998,0.051266403925999994
137,2017-01-02 10:15:00,5.3075452,0.704,0.06502,4.6035452,0.08627414722599999
138,2017-01-02 10:30:00,4.1053658,0.704,0.06502,3.4013658000000007,0.066732721079
139,2017-01-02 10:45:00,2.85741,0.704,0.06502,2.15341,0.04644719954999999
140,2017-01-02 11:00:00,2.3775126,0.728,0.06291,1.6495126000000002,0.037392329416499996
141,2017-01-02 11:15:00,3.7098996,0.728,0.06291,2.9818996,0.058347445958999995
142,2017-01-02 11:30:00,3.3957854,0.728,0.06291,2.6677853999999996,0.05340721487849999
143,2017-01-02 11:45:00,3.3269782,0.728,0.06291,2.5989782000000003,0.0523250496405
144,2017-01-02 12:00:00,3.5154704,0.646,0.05699,2.8694704,0.050086664524
145,2017-01-02 12:15:00,4.4221828,0.646,0.05699,3.7761828,0.06300504944299999
146,2017-01-02 12:30:00,8.9550968,0.646,0.05699,8.309096799999999,0.127587741658
147,2017-01-02 12:45:00,6.3900338,0.646,0.05699,5.7440338,0.0910420065655
148,2017-01-02 13:00:00,4.4990066,0.6040000000000001,0.05418,3.8950066000000003,0.06093904439700001
149,2017-01-02 13:15:00,1.6013338,0.6040000000000001,0.05418,0.9973337999999998,0.021690066321
150,2017-01-02 13:30:00,3.6600698,0.6040000000000001,0.05418,3.0560698,0.049575645441
151,2017-01-02 13:45:00,3.9733676,0.6040000000000001,0.05418,3.3693676,0.053819264142
152,2017-01-02 14:00:00,3.6977052,0.672,0.05049,3.0257052,0.046674283887000005
153,2017-01-02 14:15:00,1.7058490000000002,0.672,0.05049,1.033849,0.021532079002500003
154,2017-01-02 14:30:00,1.7578942,0.672,0.05049,1.0858941999999998,0.0221890195395
155,2017-01-02 14:45:00,1.8161866,0.672,0.05049,1.1441865999999998,0.022924815358499998
156,2017-01-02 15:00:00,2.7781856000000005,0.722,0.05235,2.0561856000000005,0.036359504040000004
157,2017-01-02 15:15:00,6.188457,0.722,0.05235,5.466457,0.0809914309875
158,2017-01-02 15:30:00,5.82356,0.722,0.05235,5.101559999999999,0.07621584149999999
159,2017-01-02 15:45:00,3.3669954,0.722,0.05235,2.6449954,0.0440655522975
160,2017-01-02 16:00:00,2.6799126,0.752,0.057,1.9279126000000002,0.03818875455
161,2017-01-02 16:15:00,1.9578328000000005,0.752,0.057,1.2058328000000005,0.027899117400000006
162,2017-01-02 16:30:00,2.1418502000000004,0.752,0.057,1.3898502000000004,0.030521365350000006
163,2017-01-02 16:45:00,1.9815736,0.752,0.057,1.2295736,0.0282374238
164,2017-01-02 17:00:00,2.5678674,0.71,0.06258,1.8578674,0.040174285473
165,2017-01-02 17:15:00,2.5535936,0.71,0.06258,1.8435936000000002,0.039950971872
166,2017-01-02 17:30:00,2.4698274,0.71,0.06258,1.7598273999999998,0.038640449672999996
167,2017-01-02 17:45:00,2.8267768,0.71,0.06258,2.1167768000000002,0.044224923036
168,2017-01-02 18:00:00,3.3531774,0.556,0.05699,2.7971774,0.0477743950065
169,2017-01-02 18:15:00,3.7745838,0.556,0.05699,3.2185837999999998,0.0537783826905
170,2017-01-02 18:30:00,3.9043692,0.556,0.05699,3.3483692,0.055627500177
171,2017-01-02 18:45:00,5.1585692,0.556,0.05699,4.6025692,0.07349671467699999
172,2017-01-02 19:00:00,4.904599000000001,0.482,0.04974,4.422599000000001,0.06098868856500001
173,2017-01-02 19:15:00,2.7739332,0.482,0.04974,2.2919332,0.034493859342
174,2017-01-02 19:30:00,2.3953800000000003,0.482,0.04974,1.9133800000000003,0.029786550300000002
175,2017-01-02 19:45:00,2.55856,0.482,0.04974,2.0765599999999997,0.0318156936
176,2017-01-02 20:00:00,2.4179422,0.466,0.04104,1.9519422000000002,0.024808086972
177,2017-01-02 20:15:00,3.1915116,0.466,0.04104,2.7255116,0.032744909016
178,2017-01-02 20:30:00,3.053163,0.466,0.04104,2.587163,0.03132545238
179,2017-01-02 20:45:00,1.9209622,0.466,0.04104,1.4549622,0.019709072172
180,2017-01-02 21:00:00,1.6757689999999998,0.466,0.0442,1.2097689999999999,0.01851724745
181,2017-01-02 21:15:00,1.5843454,0.466,0.0442,1.1183454,0.01750701667
182,2017-01-02 21:30:00,1.6137438,0.466,0.0442,1.1477438,0.01783186899
183,2017-01-02 21:45:00,1.4487882,0.466,0.0442,0.9827882000000001,0.016009109610000002
184,2017-01-02 22:00:00,1.191291,0.448,0.04238,0.7432910000000001,0.012621728145000002
185,2017-01-02 22:15:00,1.1569414,0.448,0.04238,0.7089414,0.012257794133
186,2017-01-02 22:30:00,1.3179194,0.448,0.04238,0.8699194000000001,0.013963356043
187,2017-01-02 22:45:00,1.3475084000000002,0.448,0.04238,0.8995084000000002,0.014276851498000002
188,2017-01-02 23:00:00,1.3382931999999998,0.556,0.03806,0.7822931999999998,0.012733859797999998
189,2017-01-02 23:15:00,1.6406596,0.556,0.03806,1.0846596,0.015610876093999998
190,2017-01-02 23:30:00,1.7180928,0.556,0.03806,1.1620928,0.016347652991999997
191,2017-01-02 23:45:00,1.5519536,0.556,0.03806,0.9959536,0.014766838503999999
192,2017-01-03 00:00:00,1.5376195999999998,0.64,0.03105,0.8976195999999997,0.011935772144999999
193,2017-01-03 00:15:00,1.1299388,0.64,0.03105,0.4899387999999999,0.008771149935
194,2017-01-03 00:30:00,0.8870141999999999,0.64,0.03105,0.24701419999999985,0.006885447727499999
195,2017-01-03 00:45:00,1.1102282,0.64,0.03105,0.4702282000000001,0.0086181464025
196,2017-01-03 01:00:00,0.8426996000000001,0.682,0.02957,0.16069960000000005,0.006229656793000001
197,2017-01-03 01:15:00,0.8694014000000001,0.682,0.02957,0.18740140000000005,0.0064270498495000005
198,2017-01-03 01:30:00,0.8644318,0.682,0.02957,0.18243179999999992,0.0063903120815
199,2017-01-03 01:45:00,0.6880246000000001,0.682,0.02957,0.006024600000000047,0.005086221855500001
200,2017-01-03 02:00:00,0.7510984,0.768,0.02861,-0.01690159999999996,0.005372231306
201,2017-01-03 02:15:00,0.8389342,0.768,0.02861,0.07093419999999995,0.0060004768655
202,2017-01-03 02:30:00,1.250566,0.768,0.02861,0.48256600000000005,0.008944673315
203,2017-01-03 02:45:00,1.0918632,0.768,0.02861,0.3238631999999999,0.007809551537999999
204,2017-01-03 03:00:00,0.7309686,0.802,0.02552,-0.07103140000000008,0.004663579668
205,2017-01-03 03:15:00,1.024791,0.802,0.02552,0.22279099999999996,0.00653816658
206,2017-01-03 03:30:00,0.8480832,0.802,0.02552,0.04608319999999999,0.005410770816000001
207,2017-01-03 03:45:00,0.921415,0.802,0.02552,0.11941499999999994,0.0058786277
208,2017-01-03 04:00:00,0.8605881999999999,0.79,0.02865,0.07058819999999988,0.006163962982499999
209,2017-01-03 04:15:00,0.8623774,0.79,0.02865,0.07237739999999993,0.006176778127499999
210,2017-01-03 04:30:00,0.8720604000000001,0.79,0.02865,0.08206040000000003,0.006246132615
211,2017-01-03 04:45:00,0.9940276,0.79,0.02865,0.20402759999999998,0.007119722685
212,2017-01-03 05:00:00,0.8299118000000001,0.778,0.02998,0.05191180000000006,0.006220188941000001
213,2017-01-03 05:15:00,0.8853953999999999,0.778,0.02998,0.10739539999999992,0.0066360385229999996
214,2017-01-03 05:30:00,0.9583038,0.778,0.02998,0.18030380000000001,0.007182486981
215,2017-01-03 05:45:00,1.0825932,0.778,0.02998,0.3045932,0.008114036034
216,2017-01-03 06:00:00,0.9999518,0.85,0.0324,0.14995179999999997,0.008099609579999998
217,2017-01-03 06:15:00,1.0818654,0.85,0.0324,0.2318654000000001,0.00876310974
218,2017-01-03 06:30:00,0.9496678,0.85,0.0324,0.09966779999999997,0.007692309179999999
219,2017-01-03 06:45:00,1.0755538,0.85,0.0324,0.22555380000000003,0.008711985779999999
220,2017-01-03 07:00:00,1.2790612,0.866,0.04196,0.4130611999999999,0.013417351987999999
221,2017-01-03 07:15:00,1.6914440000000002,0.866,0.04196,0.8254440000000002,0.01774324756
222,2017-01-03 07:30:00,1.6176444,0.866,0.04196,0.7516444000000001,0.016969089756
223,2017-01-03 07:45:00,0.9140992,0.866,0.04196,0.04809920000000001,0.009588900608
224,2017-01-03 08:00:00,2.8326228,1.006,0.04208,1.8266228000000002,0.029799191856000003
225,2017-01-03 08:15:00,3.0125882,1.006,0.04208,2.0065882000000004,0.031692427864
226,2017-01-03 08:30:00,1.3018024,1.006,0.04208,0.2958023999999999,0.013694961248
227,2017-01-03 08:45:00,0.8668536,1.006,0.04208,-0.1391464,0.009119299871999999
228,2017-01-03 09:00:00,1.734783,1.166,0.03999,0.568783,0.017343493042499998
229,2017-01-03 09:15:00,3.6632524,1.166,0.03999,2.4972524000000003,0.036623365869
230,2017-01-03 09:30:00,2.3803418,1.166,0.03999,1.2143418000000001,0.0237974671455
231,2017-01-03 09:45:00,1.5834376,1.166,0.03999,0.41743759999999996,0.015830417405999997
232,2017-01-03 10:00:00,1.1398162,1.3739999999999999,0.0399,-0.23418379999999983,0.011369666595
233,2017-01-03 10:15:00,1.294926,1.3739999999999999,0.0399,-0.07907399999999987,0.01291688685
234,2017-01-03 10:30:00,0.8275114,1.3739999999999999,0.0399,-0.5464885999999999,0.008254426215
235,2017-01-03 10:45:00,1.5646638000000002,1.3739999999999999,0.0399,0.19066380000000027,0.015607521405000001
236,2017-01-03 11:00:00,1.8817906,1.448,0.03692,0.4337906,0.017368927238
237,2017-01-03 11:15:00,3.0693438000000004,1.448,0.03692,1.6213438000000004,0.028330043274000006
238,2017-01-03 11:30:00,2.2788694,1.448,0.03692,0.8308694000000001,0.021033964562
239,2017-01-03 11:45:00,2.4705636,1.448,0.03692,1.0225636000000002,0.022803302028000003
240,2017-01-03 12:00:00,2.8605444,1.4580000000000002,0.0312199999999999,1.4025444,0.02232654904199993
241,2017-01-03 12:15:00,1.4142481999999998,1.4580000000000002,0.0312199999999999,-0.04375180000000034,0.011038207200999964
242,2017-01-03 12:30:00,1.1209756,1.4580000000000002,0.0312199999999999,-0.3370244000000002,0.008749214557999973
243,2017-01-03 12:45:00,1.4087714,1.4580000000000002,0.0312199999999999,-0.04922860000000018,0.010995460776999965
244,2017-01-03 13:00:00,1.3964728,1.514,0.03074,-0.11752720000000005,0.010731893468
245,2017-01-03 13:15:00,1.1917194,1.514,0.03074,-0.32228060000000003,0.009158363588999999
246,2017-01-03 13:30:00,2.3641638,1.514,0.03074,0.8501638,0.018168598803
247,2017-01-03 13:45:00,2.8085294000000003,1.514,0.03074,1.2945294000000003,0.021583548439
248,2017-01-03 14:00:00,1.3383892,1.564,0.03083,-0.2256108000000001,0.010315634758999999
249,2017-01-03 14:15:00,0.8929646,1.564,0.03083,-0.6710354000000001,0.0068825246545
250,2017-01-03 14:30:00,0.8126666,1.564,0.03083,-0.7513334,0.0062636278195
251,2017-01-03 14:45:00,0.9037402,1.564,0.03083,-0.6602598000000001,0.0069655775915
252,2017-01-03 15:00:00,0.9606682,1.676,0.0321599999999999,-0.7153318,0.007723772327999975
253,2017-01-03 15:15:00,2.8385096,1.676,0.0321599999999999,1.1625096000000001,0.02282161718399993
254,2017-01-03 15:30:00,5.5890468,1.676,0.0321599999999999,3.9130468,0.044935936271999856
255,2017-01-03 15:45:00,5.5207104000000005,1.676,0.0321599999999999,3.8447104000000003,0.04438651161599986
256,2017-01-03 16:00:00,5.3592154,1.75,0.03863,3.6092154,0.051756622725499996
257,2017-01-03 16:15:00,2.9072786,1.75,0.03863,1.1572786000000002,0.0280770430795
258,2017-01-03 16:30:00,1.8330466,1.75,0.03863,0.08304660000000008,0.0177026475395
259,2017-01-03 16:45:00,2.4501316,1.75,0.03863,0.7001316000000002,0.023662145927
260,2017-01-03 17:00:00,2.0030756,1.772,0.04682,0.23107559999999983,0.023445999898
261,2017-01-03 17:15:00,1.9425236,1.772,0.04682,0.1705235999999999,0.022737238737999998
262,2017-01-03 17:30:00,2.1871332,1.772,0.04682,0.41513319999999987,0.025600394106
263,2017-01-03 17:45:00,2.451519,1.772,0.04682,0.6795189999999998,0.028695029894999998
264,2017-01-03 18:00:00,1.931978,1.776,0.05199,0.15597799999999995,0.025110884055
265,2017-01-03 18:15:00,2.7524816,1.776,0.05199,0.9764815999999998,0.035775379596
266,2017-01-03 18:30:00,4.4305536,1.776,0.05199,2.6545536,0.057586120415999996
267,2017-01-03 18:45:00,6.6357974,1.776,0.05199,4.859797400000001,0.08624877670650001
268,2017-01-03 19:00:00,4.0996886,1.774,0.04968,2.3256886000000003,0.05091813241200001
269,2017-01-03 19:15:00,3.2409142,1.774,0.04968,1.4669142000000002,0.040252154364
270,2017-01-03 19:30:00,1.8466486,1.774,0.04968,0.07264859999999995,0.022935375612
271,2017-01-03 19:45:00,1.7550974,1.774,0.04968,-0.018902600000000103,0.021798309708
272,2017-01-03 20:00:00,2.1583064,1.798,0.03993,0.3603063999999998,0.021545293638
273,2017-01-03 20:15:00,2.195308,1.798,0.03993,0.3973079999999998,0.021914662109999997
274,2017-01-03 20:30:00,2.0912512000000003,1.798,0.03993,0.29325120000000027,0.020875915104000005
275,2017-01-03 20:45:00,2.0138092,1.798,0.03993,0.2158091999999998,0.020102850339
276,2017-01-03 21:00:00,2.0570846,1.838,0.0349,0.21908459999999996,0.017948063135
277,2017-01-03 21:15:00,2.0835102,1.838,0.0349,0.2455102,0.018178626495000003
278,2017-01-03 21:30:00,1.8998952,1.838,0.0349,0.06189519999999993,0.01657658562
279,2017-01-03 21:45:00,1.8957572,1.838,0.0349,0.05775719999999995,0.01654048157
280,2017-01-03 22:00:00,1.8232836,1.866,0.03193,-0.04271640000000021,0.014554361336999999
281,2017-01-03 22:15:00,1.7169588,1.866,0.03193,-0.1490412000000001,0.013705623621
282,2017-01-03 22:30:00,1.4253388,1.866,0.03193,-0.4406612000000001,0.011377766971
283,2017-01-03 22:45:00,1.1787084,1.866,0.03193,-0.6872916,0.009409039803
284,2017-01-03 23:00:00,1.5222446,1.906,0.0297,-0.38375539999999986,0.011302666155
285,2017-01-03 23:15:00,1.5083004,1.906,0.0297,-0.39769959999999993,0.01119913047
286,2017-01-03 23:30:00,1.091309,1.906,0.0297,-0.8146909999999998,0.008102969325
287,2017-01-03 23:45:00,0.9850246,1.906,0.0297,-0.9209753999999999,0.007313807655000001
288,2017-01-04 00:00:00,1.0314782,1.896,0.02708,-0.8645217999999999,0.006983107414
289,2017-01-04 00:15:00,1.017646,1.896,0.02708,-0.8783539999999999,0.00688946342
290,2017-01-04 00:30:00,0.9988592,1.896,0.02708,-0.8971408,0.006762276784
291,2017-01-04 00:45:00,0.9708192,1.896,0.02708,-0.9251807999999999,0.006572445984
292,2017-01-04 01:00:00,0.7756057999999999,1.854,0.02807,-1.0783942000000002,0.0054428137015
